seconds,roof,tank,inlet,solar,backup
21509,6,54,18,0,0
21519,6,54,18,0,0
21529,6,54,18,0,0
21539,6,54,18,0,0
21549,6,54,18,0,0
21559,6,54,18,0,0
21569,6,54,18,0,0
21579,6,54,18,0,0
21589,6,54,18,0,0
21599,6,54,18,0,0
21609,6,54,18,0,0
21619,6,54,18,0,0
21629,6,54,18,0,0
21639,6,54,18,0,0
21649,6,54,18,0,0
21659,6,54,18,0,0
21669,6,54,18,0,0
21679,6,54,18,0,0
21689,6,54,18,0,0
21699,6,54,18,0,0
21709,6,54,18,0,0
21719,6,54,18,0,0
21729,6,54,18,0,0
21739,6,54,18,0,0
21749,6,54,18,0,0
21759,6,54,18,0,0
21769,6,54,18,0,0
21779,6,54,18,0,0
21789,6,54,18,0,0
21799,6,54,18,0,0
21809,6,54,18,0,0
21819,6,54,18,0,0
21829,6,54,18,0,0
21839,6,54,18,0,0
21849,6,54,18,0,0
21859,6,54,18,0,0
21869,6,54,18,0,0
21879,6,54,18,0,0
21889,6,54,18,0,0
21899,6,54,18,0,0
21909,6,54,18,0,0
21919,6,54,18,0,0
21929,6,54,18,0,0
21939,6,54,18,0,0
21949,6,54,18,0,0
21959,6,54,18,0,0
21969,6,54,18,0,0
21979,6,54,18,0,0
21989,6,54,18,0,0
21999,6,54,18,0,0
22009,6,54,18,0,0
22019,6,54,18,0,0
22029,6,54,18,0,0
22039,6,54,18,0,0
22049,6,54,18,0,0
22059,6,54,18,0,0
22069,6,54,18,0,0
22079,6,54,18,0,0
22089,6,54,18,0,0
22099,6,54,18,0,0
22109,6,54,18,0,0
22119,6,54,18,0,0
22129,6,54,18,0,0
22139,6,54,18,0,0
22149,6,54,18,0,0
22159,6,54,18,0,0
22169,6,54,18,0,0
22179,6,54,18,0,0
22189,6,54,18,0,0
22199,6,54,18,0,0
22209,6,54,18,0,0
22219,6,54,18,0,0
22229,6,54,18,0,0
22239,6,54,18,0,0
22249,6,54,18,0,0
22259,6,54,18,0,0
22269,6,54,18,0,0
22279,6,54,18,0,0
22289,6,54,18,0,0
22299,6,54,18,0,0
22309,6,54,18,0,0
22319,6,54,18,0,0
22329,6,54,18,0,0
22339,6,54,18,0,0
22349,6,54,18,0,0
22359,6,54,18,0,0
22369,6,54,18,0,0
22379,6,54,18,0,0
22389,6,54,18,0,0
22399,6,54,18,0,0
22409,6,54,18,0,0
22419,6,54,18,0,0
22429,6,54,18,0,0
22439,6,54,18,0,0
22449,6,54,18,0,0
22459,6,54,18,0,0
22469,6,54,18,0,0
22479,6,54,18,0,0
22489,6,54,18,0,0
22499,6,54,18,0,0
22509,6,54,18,0,0
22519,6,54,18,0,0
22529,6,54,18,0,0
22539,6,54,18,0,0
22549,6,54,18,0,0
22559,6,54,18,0,0
22569,6,54,18,0,0
22579,6,54,18,0,0
22589,6,54,18,0,0
22599,6,54,18,0,0
22609,6,54,18,0,0
22619,6,54,18,0,0
22629,6,54,18,0,0
22639,6,54,18,0,0
22649,6,54,18,0,0
22659,6,54,18,0,0
22669,6,54,18,0,0
22679,6,54,18,0,0
22689,6,54,18,0,0
22699,6,54,18,0,0
22709,6,54,18,0,0
22719,6,54,18,0,0
22729,6,54,18,0,0
22739,6,54,18,0,0
22749,6,54,18,0,0
22759,6,54,18,0,0
22769,6,54,18,0,0
22779,6,54,18,0,0
22789,6,54,18,0,0
22799,6,54,18,0,0
22809,6,54,18,0,0
22819,6,54,18,0,0
22829,6,54,18,0,0
22839,6,54,18,0,0
22849,6,54,18,0,0
22859,6,54,18,0,0
22869,6,54,18,0,0
22879,6,54,18,0,0
22889,6,54,18,0,0
22899,6,54,18,0,0
22909,6,54,18,0,0
22919,6,54,18,0,0
22929,6,54,18,0,0
22939,6,54,18,0,0
22949,6,54,18,0,0
22959,6,54,18,0,0
22969,6,54,18,0,0
22979,6,54,18,0,0
22989,6,54,18,0,0
22999,6,54,18,0,0
23009,6,54,18,0,0
23019,6,54,18,0,0
23029,6,54,18,0,0
23039,6,54,18,0,0
23049,6,54,18,0,0
23059,6,54,18,0,0
23069,6,54,18,0,0
23079,6,54,18,0,0
23089,6,54,18,0,0
23099,6,54,18,0,0
23109,6,54,18,0,0
23119,6,54,18,0,0
23129,6,54,18,0,0
23139,6,54,18,0,0
23149,6,54,18,0,0
23159,6,54,18,0,0
23169,6,54,18,0,0
23179,6,54,18,0,0
23189,6,54,18,0,0
23199,6,54,18,0,0
23209,6,54,18,0,0
23219,6,54,18,0,0
23229,6,54,18,0,0
23239,6,54,18,0,0
23249,6,54,18,0,0
23259,6,54,18,0,0
23269,6,54,18,0,0
23279,6,54,18,0,0
23289,6,54,18,0,0
23299,6,54,18,0,0
23309,6,54,18,0,0
23319,6,54,18,0,0
23329,6,54,18,0,0
23339,6,54,18,0,0
23349,6,54,18,0,0
23359,6,54,18,0,0
23369,6,54,18,0,0
23379,6,54,18,0,0
23389,6,54,18,0,0
23399,6,54,18,0,0
23409,6,54,18,0,0
23419,6,54,18,0,0
23429,6,54,18,0,0
23439,6,54,18,0,0
23449,6,54,18,0,0
23459,6,54,18,0,0
23469,6,54,18,0,0
23479,6,54,18,0,0
23489,6,54,18,0,0
23499,6,54,18,0,0
23509,6,54,18,0,0
23519,6,54,18,0,0
23529,6,54,18,0,0
23539,6,54,18,0,0
23549,6,54,18,0,0
23559,6,54,18,0,0
23569,6,54,18,0,0
23579,6,54,18,0,0
23589,6,54,18,0,0
23599,6,54,18,0,0
23609,6,54,18,0,0
23619,6,54,18,0,0
23629,6,54,18,0,0
23639,6,54,18,0,0
23649,6,54,18,0,0
23659,6,54,18,0,0
23669,6,54,18,0,0
23679,6,54,18,0,0
23689,6,54,18,0,0
23699,6,54,18,0,0
23709,6,54,18,0,0
23719,6,54,18,0,0
23729,6,54,18,0,0
23739,6,54,18,0,0
23749,6,54,18,0,0
23759,6,54,18,0,0
23769,6,54,18,0,0
23779,6,54,18,0,0
23789,6,54,18,0,0
23799,6,54,18,0,0
23809,6,54,18,0,0
23819,6,54,18,0,0
23829,6,54,18,0,0
23839,6,54,18,0,0
23849,6,54,18,0,0
23859,6,54,18,0,0
23869,6,54,18,0,0
23879,6,54,18,0,0
23889,6,54,18,0,0
23899,6,54,18,0,0
23909,6,54,18,0,0
23919,6,54,18,0,0
23929,6,54,18,0,0
23939,6,54,18,0,0
23949,6,54,18,0,0
23959,6,54,18,0,0
23969,6,54,18,0,0
23979,6,54,18,0,0
23989,6,54,18,0,0
23999,6,54,18,0,0
24009,6,54,18,0,0
24019,6,54,18,0,0
24029,6,54,18,0,0
24039,6,54,18,0,0
24049,6,54,18,0,0
24059,6,54,18,0,0
24069,6,54,18,0,0
24079,6,54,18,0,0
24089,6,54,18,0,0
24099,6,54,18,0,0
24109,6,54,18,0,0
24119,6,54,18,0,0
24129,6,54,18,0,0
24139,6,54,18,0,0
24149,6,54,18,0,0
24159,6,54,18,0,0
24169,6,54,18,0,0
24179,6,54,18,0,0
24189,6,54,18,0,0
24199,6,54,18,0,0
24209,6,54,18,0,0
24219,6,54,18,0,0
24229,6,54,18,0,0
24239,6,54,18,0,0
24249,6,54,18,0,0
24259,6,54,18,0,0
24269,6,54,18,0,0
24279,6,54,18,0,0
24289,6,54,18,0,0
24299,6,54,18,0,0
24309,6,54,18,0,0
24319,6,54,18,0,0
24329,6,54,18,0,0
24339,6,54,18,0,0
24349,6,54,18,0,0
24359,6,54,18,0,0
24369,6,54,18,0,0
24379,6,54,18,0,0
24389,6,54,18,0,0
24399,6,54,18,0,0
24409,6,54,18,0,0
24419,6,54,18,0,0
24429,6,54,18,0,0
24439,6,54,18,0,0
24449,6,54,18,0,0
24459,6,54,18,0,0
24469,6,54,18,0,0
24479,6,54,18,0,0
24489,6,54,18,0,0
24499,6,54,18,0,0
24509,6,54,18,0,0
24519,6,54,18,0,0
24529,6,54,18,0,0
24539,6,54,18,0,0
24549,6,54,18,0,0
24559,6,54,18,0,0
24569,6,54,18,0,0
24579,6,54,18,0,0
24589,6,54,18,0,0
24599,6,54,18,0,0
24609,6,54,18,0,0
24619,6,54,18,0,0
24629,6,54,18,0,0
24639,6,54,18,0,0
24649,6,54,18,0,0
24659,6,54,18,0,0
24669,6,54,18,0,0
24679,6,54,18,0,0
24689,6,54,18,0,0
24699,6,54,18,0,0
24709,6,54,18,0,0
24719,6,54,18,0,0
24729,6,54,18,0,0
24739,6,54,18,0,0
24749,6,54,18,0,0
24759,6,54,18,0,0
24769,6,54,18,0,0
24779,6,54,18,0,0
24789,6,54,18,0,0
24799,6,54,18,0,0
24809,6,54,18,0,0
24819,6,54,18,0,0
24829,6,54,18,0,0
24839,6,54,18,0,0
24849,6,54,18,0,0
24859,6,54,18,0,0
24869,6,54,18,0,0
24879,6,54,18,0,0
24889,6,54,18,0,0
24899,6,54,18,0,0
24909,6,54,18,0,0
24919,6,54,18,0,0
24929,6,54,18,0,0
24939,6,54,18,0,0
24949,6,54,18,0,0
24959,6,53,18,0,0
24969,6,54,18,0,0
24979,6,53,18,0,0
24989,6,54,18,0,0
24999,6,54,18,0,0
25009,6,53,18,0,0
25019,6,53,18,0,0
25029,6,53,18,0,0
25039,6,54,18,0,0
25049,6,54,18,0,0
25059,6,53,18,0,0
25069,6,53,18,0,0
25079,6,54,18,0,0
25089,6,53,18,0,0
25099,6,53,18,0,0
25109,6,54,18,0,0
25119,6,53,18,0,0
25129,6,54,18,0,0
25139,6,53,18,0,0
25149,6,53,18,0,0
25159,6,53,18,0,0
25169,6,54,18,0,0
25179,6,53,18,0,0
25189,6,53,18,0,0
25199,6,53,18,0,0
25209,6,53,18,0,0
25219,6,53,18,0,0
25229,6,54,18,0,0
25239,6,53,18,0,0
25249,6,54,18,0,0
25259,6,53,18,0,0
25269,6,54,18,0,0
25279,6,53,18,0,0
25289,6,53,18,0,0
25299,6,53,18,0,0
25309,6,53,18,0,0
25319,6,54,18,0,0
25329,6,53,18,0,0
25339,6,53,18,0,0
25349,6,53,18,0,0
25359,6,53,18,0,0
25369,6,53,18,0,0
25379,6,53,18,0,0
25389,6,53,18,0,0
25399,6,53,18,0,0
25409,6,53,18,0,0
25419,6,53,18,0,0
25429,6,53,18,0,0
25439,6,53,18,0,0
25449,6,53,18,0,0
25459,6,53,18,0,0
25469,6,53,18,0,0
25479,6,53,18,0,0
25489,6,53,18,0,0
25499,6,53,18,0,0
25509,6,53,18,0,0
25519,6,53,18,0,0
25529,6,53,18,0,0
25539,6,53,18,0,0
25549,6,53,18,0,0
25559,6,53,18,0,0
25569,6,53,18,0,0
25579,6,53,18,0,0
25589,6,53,18,0,0
25599,6,53,18,0,0
25609,6,53,18,0,0
25619,6,53,18,0,0
25629,6,53,18,0,0
25639,6,53,18,0,0
25649,6,53,18,0,0
25659,6,53,18,0,0
25669,6,53,18,0,0
25679,6,53,18,0,0
25689,6,53,18,0,0
25699,6,53,18,0,0
25709,6,53,18,0,0
25719,6,53,18,0,0
25729,6,53,18,0,0
25739,6,53,18,0,0
25749,6,53,18,0,0
25759,6,53,18,0,0
25769,6,53,18,0,0
25779,6,53,18,0,0
25789,6,53,18,0,0
25799,6,53,18,0,0
25809,6,53,18,0,0
25819,6,53,18,0,0
25829,6,53,18,0,0
25839,6,53,18,0,0
25849,6,53,18,0,0
25859,6,53,18,0,0
25869,6,53,18,0,0
25879,6,53,18,0,0
25889,6,53,18,0,0
25899,6,53,18,0,0
25909,6,53,18,0,0
25919,6,53,18,0,0
25929,6,53,18,0,0
25939,6,53,18,0,0
25949,6,53,18,0,0
25959,6,53,18,0,0
25969,6,53,18,0,0
25979,6,53,18,0,0
25989,6,53,18,0,0
25999,6,53,18,0,0
26009,6,53,18,0,0
26019,6,53,18,0,0
26029,6,53,18,0,0
26039,6,53,18,0,0
26049,6,53,18,0,0
26059,6,53,18,0,0
26069,6,53,18,0,0
26079,6,53,18,0,0
26089,6,53,18,0,0
26099,6,53,18,0,0
26109,6,53,18,0,0
26119,6,53,18,0,0
26129,6,53,18,0,0
26139,6,53,18,0,0
26149,6,53,18,0,0
26159,6,53,18,0,0
26169,6,53,18,0,0
26179,6,53,18,0,0
26189,6,53,18,0,0
26199,6,53,18,0,0
26209,6,53,18,0,0
26219,6,53,18,0,0
26229,6,53,18,0,0
26239,6,53,18,0,0
26249,6,53,18,0,0
26259,6,53,18,0,0
26269,6,53,18,0,0
26279,6,53,18,0,0
26289,6,53,18,0,0
26299,6,53,18,0,0
26309,6,53,18,0,0
26319,6,53,18,0,0
26329,6,53,18,0,0
26339,6,53,18,0,0
26349,6,53,18,0,0
26359,6,53,18,0,0
26369,6,53,18,0,0
26379,6,53,18,0,0
26389,6,53,18,0,0
26399,6,53,18,0,0
26409,6,53,18,0,0
26419,6,53,18,0,0
26429,6,53,18,0,0
26439,6,53,18,0,0
26449,6,53,18,0,0
26459,6,53,18,0,0
26469,6,53,18,0,0
26479,6,53,18,0,0
26489,6,53,18,0,0
26499,6,53,18,0,0
26509,6,53,18,0,0
26519,6,53,18,0,0
26529,6,53,18,0,0
26539,6,53,18,0,0
26549,6,53,18,0,0
26559,6,53,18,0,0
26569,6,53,18,0,0
26579,6,53,18,0,0
26589,6,53,18,0,0
26599,6,53,18,0,0
26609,6,53,18,0,0
26619,6,53,18,0,0
26629,6,53,18,0,0
26639,6,53,18,0,0
26649,6,53,18,0,0
26659,6,53,18,0,0
26669,6,53,18,0,0
26679,6,53,18,0,0
26689,6,53,18,0,0
26699,6,53,18,0,0
26709,6,53,18,0,0
26719,6,53,18,0,0
26729,6,53,18,0,0
26739,6,53,18,0,0
26749,6,53,18,0,0
26759,6,53,18,0,0
26769,6,53,18,0,0
26779,6,53,18,0,0
26789,6,53,18,0,0
26799,6,53,18,0,0
26809,6,53,18,0,0
26819,6,53,18,0,0
26829,6,53,18,0,0
26839,6,53,18,0,0
26849,6,53,18,0,0
26859,6,53,18,0,0
26869,6,53,18,0,0
26879,6,53,18,0,0
26889,6,53,18,0,0
26899,6,53,18,0,0
26909,6,53,18,0,0
26919,6,53,18,0,0
26929,6,53,18,0,0
26939,6,53,18,0,0
26949,6,53,18,0,0
26959,6,53,18,0,0
26969,6,53,18,0,0
26979,6,53,18,0,0
26989,6,53,18,0,0
26999,6,53,18,0,0
27009,6,53,18,0,0
27019,6,53,18,0,0
27029,6,53,18,0,0
27039,6,53,18,0,0
27049,6,53,18,0,0
27059,6,53,18,0,0
27069,6,53,18,0,0
27079,6,53,18,0,0
27089,6,53,18,0,0
27099,6,53,18,0,0
27109,6,53,18,0,0
27119,6,53,18,0,0
27129,6,53,18,0,0
27139,6,53,18,0,0
27149,6,53,18,0,0
27159,6,53,18,0,0
27169,6,53,18,0,0
27179,6,53,18,0,0
27189,6,53,18,0,0
27199,6,53,18,0,0
27209,6,53,18,0,0
27219,6,53,18,0,0
27229,6,53,18,0,0
27239,6,53,18,0,0
27249,6,53,18,0,0
27259,6,53,18,0,0
27269,6,53,18,0,0
27279,6,53,18,0,0
27289,6,53,18,0,0
27299,6,53,18,0,0
27309,6,53,18,0,0
27319,6,53,18,0,0
27329,6,53,18,0,0
27339,6,53,18,0,0
27349,6,53,18,0,0
27359,6,53,18,0,0
27369,6,53,18,0,0
27379,6,53,18,0,0
27389,6,53,18,0,0
27399,6,53,18,0,0
27409,6,53,19,0,0
27419,6,53,19,0,0
27429,6,53,19,0,0
27439,6,53,19,0,0
27449,6,53,19,0,0
27459,6,53,19,0,0
27469,6,53,19,0,0
27479,6,53,19,0,0
27489,6,53,19,0,0
27499,6,53,18,0,0
27509,6,53,18,0,0
27519,6,53,18,0,0
27529,6,53,18,0,0
27539,6,53,18,0,0
27549,6,53,18,0,0
27559,6,53,18,0,0
27569,6,53,18,0,0
27579,6,53,18,0,0
27589,6,53,18,0,0
27599,6,53,18,0,0
27609,6,53,18,0,0
27619,6,53,18,0,0
27629,6,53,18,0,0
27639,6,53,18,0,0
27649,6,53,18,0,0
27659,6,53,18,0,0
27669,6,53,18,0,0
27679,6,53,18,0,0
27689,6,53,18,0,0
27699,6,53,18,0,0
27709,6,53,18,0,0
27719,6,53,18,0,0
27729,6,53,18,0,0
27739,6,53,18,0,0
27749,6,53,18,0,0
27759,6,53,18,0,0
27769,6,53,18,0,0
27779,6,53,18,0,0
27789,6,53,18,0,0
27799,6,53,18,0,0
27809,6,53,18,0,0
27819,6,53,18,0,0
27829,6,53,18,0,0
27839,6,53,18,0,0
27849,6,53,18,0,0
27859,6,53,18,0,0
27869,6,53,18,0,0
27879,6,53,18,0,0
27889,6,53,18,0,0
27899,6,53,18,0,0
27909,6,53,18,0,0
27919,6,53,18,0,0
27929,6,53,18,0,0
27939,6,53,18,0,0
27949,6,53,18,0,0
27959,6,53,18,0,0
27969,6,53,18,0,0
27979,6,53,18,0,0
27989,6,53,18,0,0
27999,6,53,18,0,0
28009,6,53,18,0,0
28019,6,53,18,0,0
28029,6,53,18,0,0
28039,6,53,18,0,0
28049,6,53,18,0,0
28059,6,53,18,0,0
28069,6,53,18,0,0
28079,6,53,18,0,0
28089,6,53,18,0,0
28099,6,53,18,0,0
28109,6,53,18,0,0
28119,6,53,18,0,0
28129,6,53,19,0,0
28139,6,53,19,0,0
28149,6,53,19,0,0
28159,6,53,18,0,0
28169,6,53,18,0,0
28179,6,53,18,0,0
28189,6,53,19,0,0
28199,6,53,19,0,0
28209,6,53,19,0,0
28219,6,53,19,0,0
28229,6,53,19,0,0
28239,6,53,19,0,0
28249,6,53,18,0,0
28259,6,53,19,0,0
28269,6,53,19,0,0
28279,6,53,19,0,0
28289,6,53,19,0,0
28299,6,53,19,0,0
28309,6,53,19,0,0
28319,6,53,19,0,0
28329,6,53,19,0,0
28339,6,53,19,0,0
28349,6,53,19,0,0
28359,6,53,19,0,0
28369,6,53,19,0,0
28379,6,53,19,0,0
28389,6,53,19,0,0
28399,6,53,19,0,0
28409,6,53,19,0,0
28419,6,53,19,0,0
28429,6,53,18,0,0
28439,6,53,18,0,0
28449,6,53,18,0,0
28459,6,53,18,0,0
28469,6,53,19,0,0
28479,6,53,18,0,0
28489,6,53,18,0,0
28499,6,53,18,0,0
28509,6,53,18,0,0
28519,6,53,18,0,0
28529,6,53,18,0,0
28539,6,53,18,0,0
28549,6,53,18,0,0
28559,6,53,18,0,0
28569,6,53,18,0,0
28579,6,53,18,0,0
28589,6,53,18,0,0
28599,6,53,19,0,0
28609,6,53,19,0,0
28619,6,53,18,0,0
28629,6,53,18,0,0
28639,6,53,18,0,0
28649,6,53,18,0,0
28659,6,53,18,0,0
28669,6,53,18,0,0
28679,6,53,18,0,0
28689,6,53,18,0,0
28699,6,53,18,0,0
28709,6,53,18,0,0
28719,6,53,18,0,0
28729,6,53,18,0,0
28739,6,53,18,0,0
28749,6,53,18,0,0
28759,6,53,18,0,0
28769,6,53,18,0,0
28779,6,53,18,0,0
28789,6,53,18,0,0
28799,6,53,18,0,0
28809,6,53,18,0,0
28819,6,53,18,0,0
28829,6,53,18,0,0
28839,6,53,18,0,0
28849,6,53,18,0,0
28859,6,53,18,0,0
28869,6,53,18,0,0
28879,6,53,18,0,0
28889,6,53,18,0,0
28899,6,53,18,0,0
28909,6,53,18,0,0
28919,6,53,18,0,0
28929,6,53,18,0,0
28939,6,53,18,0,0
28949,6,53,18,0,0
28959,6,53,18,0,0
28969,6,53,18,0,0
28979,7,53,18,0,0
28989,7,53,18,0,0
28999,7,53,18,0,0
29009,7,53,18,0,0
29019,7,53,18,0,0
29029,7,53,18,0,0
29039,7,53,18,0,0
29049,7,53,18,0,0
29059,7,53,18,0,0
29069,7,53,18,0,0
29079,7,53,18,0,0
29089,7,53,18,0,0
29099,7,53,18,0,0
29109,7,53,18,0,0
29119,7,53,18,0,0
29129,7,53,18,0,0
29139,7,53,18,0,0
29149,7,53,18,0,0
29159,7,53,18,0,0
29169,7,53,18,0,0
29179,7,53,18,0,0
29189,7,53,18,0,0
29199,7,53,18,0,0
29209,7,53,18,0,0
29219,7,53,18,0,0
29229,7,53,18,0,0
29239,7,53,18,0,0
29249,7,53,18,0,0
29259,7,53,18,0,0
29269,7,53,18,0,0
29279,7,53,18,0,0
29289,7,53,18,0,0
29299,7,53,18,0,0
29309,7,53,18,0,0
29319,7,53,18,0,0
29329,7,53,18,0,0
29339,7,53,18,0,0
29349,7,53,18,0,0
29359,7,53,18,0,0
29369,7,53,18,0,0
29379,7,53,18,0,0
29389,7,53,18,0,0
29399,7,53,18,0,0
29409,7,53,18,0,0
29419,7,53,18,0,0
29429,7,53,18,0,0
29439,7,53,18,0,0
29449,7,53,18,0,0
29459,7,53,18,0,0
29469,7,53,18,0,0
29479,7,53,18,0,0
29489,7,53,18,0,0
29499,7,53,18,0,0
29509,7,53,18,0,0
29519,7,53,18,0,0
29529,7,53,18,0,0
29539,7,53,18,0,0
29549,7,53,18,0,0
29559,7,53,18,0,0
29569,7,53,18,0,0
29579,7,53,18,0,0
29589,7,53,18,0,0
29599,7,53,18,0,0
29609,7,53,18,0,0
29619,7,53,18,0,0
29629,7,53,18,0,0
29639,7,53,18,0,0
29649,7,53,18,0,0
29659,7,53,18,0,0
29669,7,53,18,0,0
29679,7,53,18,0,0
29689,7,53,18,0,0
29699,7,53,18,0,0
29709,7,53,18,0,0
29719,7,53,18,0,0
29729,7,53,18,0,0
29739,7,53,18,0,0
29749,7,53,18,0,0
29759,7,53,18,0,0
29769,7,53,18,0,0
29779,7,53,18,0,0
29789,7,53,18,0,0
29799,7,53,18,0,0
29809,7,53,18,0,0
29819,7,53,18,0,0
29829,7,53,18,0,0
29839,7,53,18,0,0
29849,7,53,18,0,0
29859,7,53,18,0,0
29869,7,53,18,0,0
29879,7,53,18,0,0
29889,7,53,18,0,0
29899,7,53,18,0,0
29909,7,53,18,0,0
29919,7,53,18,0,0
29929,7,53,18,0,0
29939,7,53,18,0,0
29949,7,53,18,0,0
29959,7,53,18,0,0
29969,7,53,18,0,0
29979,7,53,18,0,0
29989,7,53,18,0,0
29999,7,53,18,0,0
30009,7,53,18,0,0
30019,7,53,18,0,0
30029,7,53,18,0,0
30039,7,53,18,0,0
30049,7,53,18,0,0
30059,7,53,18,0,0
30069,7,53,18,0,0
30079,7,53,18,0,0
30089,7,53,18,0,0
30099,7,53,18,0,0
30109,7,53,18,0,0
30119,7,53,18,0,0
30129,7,53,18,0,0
30139,7,53,18,0,0
30149,7,53,18,0,0
30159,7,53,18,0,0
30169,7,53,18,0,0
30179,7,53,18,0,0
30189,7,53,18,0,0
30199,7,53,18,0,0
30209,7,53,18,0,0
30219,7,53,18,0,0
30229,7,53,18,0,0
30239,7,53,18,0,0
30249,7,53,18,0,0
30259,7,53,18,0,0
30269,7,53,18,0,0
30279,7,53,18,0,0
30289,7,53,18,0,0
30299,7,53,18,0,0
30309,7,53,18,0,0
30319,7,53,18,0,0
30329,7,53,18,0,0
30339,7,53,18,0,0
30349,7,53,18,0,0
30359,7,53,18,0,0
30369,7,53,18,0,0
30379,7,53,18,0,0
30389,7,53,18,0,0
30399,7,53,18,0,0
30409,7,53,18,0,0
30419,7,53,18,0,0
30429,7,53,18,0,0
30439,7,53,18,0,0
30449,7,53,18,0,0
30459,7,53,18,0,0
30469,7,53,18,0,0
30479,7,53,18,0,0
30489,7,53,18,0,0
30499,7,53,18,0,0
30509,7,53,18,0,0
30519,7,53,18,0,0
30529,7,53,18,0,0
30539,7,53,18,0,0
30549,7,53,18,0,0
30559,7,53,18,0,0
30569,7,53,18,0,0
30579,7,53,18,0,0
30589,7,53,18,0,0
30599,7,53,18,0,0
30609,7,53,18,0,0
30619,7,53,18,0,0
30629,7,53,18,0,0
30639,7,53,18,0,0
30649,7,53,18,0,0
30659,7,53,18,0,0
30669,7,53,18,0,0
30679,7,53,18,0,0
30689,7,53,18,0,0
30699,7,53,18,0,0
30709,7,53,18,0,0
30719,7,53,18,0,0
30729,7,53,18,0,0
30739,7,53,18,0,0
30749,7,53,18,0,0
30759,7,53,18,0,0
30769,7,53,18,0,0
30779,7,53,18,0,0
30789,7,53,18,0,0
30799,7,53,18,0,0
30809,7,53,18,0,0
30819,7,53,18,0,0
30829,8,53,18,0,0
30839,8,53,18,0,0
30849,8,53,18,0,0
30859,8,53,18,0,0
30869,8,53,18,0,0
30879,8,53,18,0,0
30889,8,53,18,0,0
30899,8,53,18,0,0
30909,8,53,18,0,0
30919,8,53,18,0,0
30929,8,53,18,0,0
30939,8,53,18,0,0
30949,8,53,18,0,0
30959,8,53,18,0,0
30969,8,53,18,0,0
30979,8,53,18,0,0
30989,8,53,18,0,0
30999,8,53,18,0,0
31009,8,53,18,0,0
31019,8,53,18,0,0
31029,8,53,18,0,0
31039,8,53,18,0,0
31049,8,53,18,0,0
31059,8,53,18,0,0
31069,8,53,18,0,0
31079,8,53,18,0,0
31089,8,53,18,0,0
31099,8,53,18,0,0
31109,8,53,18,0,0
31119,8,53,18,0,0
31129,8,53,18,0,0
31139,8,53,18,0,0
31149,8,53,18,0,0
31159,8,53,18,0,0
31169,8,53,18,0,0
31179,8,53,18,0,0
31189,8,53,18,0,0
31199,8,53,18,0,0
31209,8,53,18,0,0
31219,8,53,18,0,0
31229,8,53,18,0,0
31239,8,53,18,0,0
31249,8,53,18,0,0
31259,8,53,18,0,0
31269,8,53,18,0,0
31279,8,53,18,0,0
31289,8,53,18,0,0
31299,8,53,18,0,0
31309,8,53,18,0,0
31319,8,53,18,0,0
31329,8,53,18,0,0
31339,8,53,18,0,0
31349,8,53,18,0,0
31359,8,53,18,0,0
31369,8,53,18,0,0
31379,8,53,18,0,0
31389,8,53,18,0,0
31399,8,53,18,0,0
31409,8,53,18,0,0
31419,8,53,18,0,0
31429,8,53,18,0,0
31439,8,53,18,0,0
31449,8,53,18,0,0
31459,8,53,18,0,0
31469,8,53,18,0,0
31479,8,53,18,0,0
31489,8,53,18,0,0
31499,8,53,18,0,0
31509,8,53,18,0,0
31519,8,53,18,0,0
31529,8,53,18,0,0
31539,8,53,18,0,0
31549,8,53,18,0,0
31559,8,53,18,0,0
31569,8,53,18,0,0
31579,8,53,18,0,0
31589,8,53,18,0,0
31599,8,53,18,0,0
31609,8,53,18,0,0
31619,8,53,18,0,0
31629,8,53,18,0,0
31639,8,53,18,0,0
31649,8,53,18,0,0
31659,8,53,18,0,0
31669,8,53,18,0,0
31679,8,53,18,0,0
31689,8,53,18,0,0
31699,8,53,18,0,0
31709,8,53,18,0,0
31719,8,53,18,0,0
31729,8,53,18,0,0
31739,8,53,18,0,0
31749,8,53,18,0,0
31759,8,53,18,0,0
31769,8,53,18,0,0
31779,8,53,18,0,0
31789,8,53,18,0,0
31799,8,53,18,0,0
31809,8,53,18,0,0
31819,8,53,18,0,0
31829,8,53,18,0,0
31839,8,53,18,0,0
31849,8,53,18,0,0
31859,8,53,18,0,0
31869,8,53,18,0,0
31879,8,53,18,0,0
31889,8,53,18,0,0
31899,8,53,18,0,0
31909,8,53,18,0,0
31919,8,53,18,0,0
31929,8,53,18,0,0
31939,8,53,18,0,0
31949,8,53,18,0,0
31959,8,53,18,0,0
31969,8,53,18,0,0
31979,8,53,18,0,0
31989,8,53,18,0,0
31999,8,53,18,0,0
32009,8,53,18,0,0
32019,8,53,18,0,0
32029,8,53,18,0,0
32039,8,53,18,0,0
32049,8,53,18,0,0
32059,8,53,18,0,0
32069,8,53,18,0,0
32079,8,53,18,0,0
32089,8,53,18,0,0
32099,8,53,18,0,0
32109,8,53,18,0,0
32119,8,53,18,0,0
32129,8,53,18,0,0
32139,9,53,18,0,0
32149,9,53,18,0,0
32159,9,53,18,0,0
32169,9,53,18,0,0
32179,9,53,18,0,0
32189,9,53,18,0,0
32199,9,53,18,0,0
32209,9,53,18,0,0
32219,9,53,18,0,0
32229,9,53,18,0,0
32239,9,53,18,0,0
32249,9,53,18,0,0
